icdcode,description1,description2
8130,Motor vehicle traffic accident involving collision with other vehicle,Driver of motor vehicle other than motorcycle
8131,Motor vehicle traffic accident involving collision with other vehicle,Passenger in motor vehicle other than motorcycle
8132,Motor vehicle traffic accident involving collision with other vehicle,Motorcyclist
8133,Motor vehicle traffic accident involving collision with other vehicle,Passenger on motorcycle
8134,Motor vehicle traffic accident involving collision with other vehicle,Occupant of street car
8135,Motor vehicle traffic accident involving collision with other vehicle,Rider of animal; occupant of animal-drawn vehicle
8136,Motor vehicle traffic accident involving collision with other vehicle,Pedal cyclist
8137,Motor vehicle traffic accident involving collision with other vehicle,Pedestrian
8138,Motor vehicle traffic accident involving collision with other vehicle,Other specified person
8139,Motor vehicle traffic accident involving collision with other vehicle,Unspecified person
8140,Motor vehicle traffic accident involving collision with pedestrian,Driver of motor vehicle other than motorcycle
8141,Motor vehicle traffic accident involving collision with pedestrian,Passenger in motor vehicle other than motorcycle
8142,Motor vehicle traffic accident involving collision with pedestrian,Motorcyclist
8143,Motor vehicle traffic accident involving collision with pedestrian,Passenger on motorcycle
8144,Motor vehicle traffic accident involving collision with pedestrian,Occupant of street car
8145,Motor vehicle traffic accident involving collision with pedestrian,Rider of animal; occupant of animal-drawn vehicle
8146,Motor vehicle traffic accident involving collision with pedestrian,Pedal cyclist
8147,Motor vehicle traffic accident involving collision with pedestrian,Pedestrian
8148,Motor vehicle traffic accident involving collision with pedestrian,Other specified person
8149,Motor vehicle traffic accident involving collision with pedestrian,Unspecified person
8150,Other motor vehicle traffic accident involving collison,Driver of motor vehicle other than motorcycle
8151,Other motor vehicle traffic accident involving collison,Passenger in motor vehicle other than motorcycle
8152,Other motor vehicle traffic accident involving collison,Motorcyclist
8153,Other motor vehicle traffic accident involving collison,Passenger on motorcycle
8154,Other motor vehicle traffic accident involving collison,Occupant of street car
8155,Other motor vehicle traffic accident involving collison,Rider of animal; occupant of animal-drawn vehicle
8156,Other motor vehicle traffic accident involving collison,Pedal cyclist
8157,Other motor vehicle traffic accident involving collison,Pedestrian
8158,Other motor vehicle traffic accident involving collison,Other specified person
8159,Other motor vehicle traffic accident involving collison,Unspecified person
8160,Non-collision motor vehicle traffic accident due to loss of control,Driver of motor vehicle other than motorcycle
8161,Non-collision motor vehicle traffic accident due to loss of control,Passenger in motor vehicle other than motorcycle
8162,Non-collision motor vehicle traffic accident due to loss of control,Motorcyclist
8163,Non-collision motor vehicle traffic accident due to loss of control,Passenger on motorcycle
8164,Non-collision motor vehicle traffic accident due to loss of control,Occupant of street car
8165,Non-collision motor vehicle traffic accident due to loss of control,Rider of animal; occupant of animal-drawn vehicle
8166,Non-collision motor vehicle traffic accident due to loss of control,Pedal cyclist
8167,Non-collision motor vehicle traffic accident due to loss of control,Pedestrian
8168,Non-collision motor vehicle traffic accident due to loss of control,Other specified person
8169,Non-collision motor vehicle traffic accident due to loss of control,Unspecified person
8170,Non-collision motor vehicle traffic accident while boarding or alighting,Driver of motor vehicle other than motorcycle
8171,Non-collision motor vehicle traffic accident while boarding or alighting,Passenger in motor vehicle other than motorcycle
8172,Non-collision motor vehicle traffic accident while boarding or alighting,Motorcyclist
8173,Non-collision motor vehicle traffic accident while boarding or alighting,Passenger on motorcycle
8174,Non-collision motor vehicle traffic accident while boarding or alighting,Occupant of street car
8175,Non-collision motor vehicle traffic accident while boarding or alighting,Rider of animal; occupant of animal-drawn vehicle
8176,Non-collision motor vehicle traffic accident while boarding or alighting,Pedal cyclist
8177,Non-collision motor vehicle traffic accident while boarding or alighting,Pedestrian
8178,Non-collision motor vehicle traffic accident while boarding or alighting,Other specified person
8179,Non-collision motor vehicle traffic accident while boarding or alighting,Unspecified person
8180,Other non-collision motor vehicle traffic accident,Driver of motor vehicle other than motorcycle
8181,Other non-collision motor vehicle traffic accident,Passenger in motor vehicle other than motorcycle
8182,Other non-collision motor vehicle traffic accident,Motorcyclist
8183,Other non-collision motor vehicle traffic accident,Passenger on motorcycle
8184,Other non-collision motor vehicle traffic accident,Occupant of street car
8185,Other non-collision motor vehicle traffic accident,Rider of animal; occupant of animal-drawn vehicle
8186,Other non-collision motor vehicle traffic accident,Pedal cyclist
8187,Other non-collision motor vehicle traffic accident,Pedestrian
8188,Other non-collision motor vehicle traffic accident,Other specified person
8189,Other non-collision motor vehicle traffic accident,Unspecified person
8190,Motor vehicle traffic accident of unspecified nature,Driver of motor vehicle other than motorcycle
8191,Motor vehicle traffic accident of unspecified nature,Passenger in motor vehicle other than motorcycle
8192,Motor vehicle traffic accident of unspecified nature,Motorcyclist
8193,Motor vehicle traffic accident of unspecified nature,Passenger on motorcycle
8194,Motor vehicle traffic accident of unspecified nature,Occupant of street car
8195,Motor vehicle traffic accident of unspecified nature,Rider of animal; occupant of animal-drawn vehicle
8196,Motor vehicle traffic accident of unspecified nature,Pedal cyclist
8197,Motor vehicle traffic accident of unspecified nature,Pedestrian
8198,Motor vehicle traffic accident of unspecified nature,Other specified person
8199,Motor vehicle traffic accident of unspecified nature,Unspecified person
8200,Motor vehicle non-traffic accident involving collision with moving object,Driver of motor vehicle other than motorcycle
8201,Motor vehicle non-traffic accident involving collision with moving object,Passenger in motor vehicle other than motorcycle
8202,Motor vehicle non-traffic accident involving collision with moving object,Motorcyclist
8203,Motor vehicle non-traffic accident involving collision with moving object,Passenger on motorcycle
8204,Motor vehicle non-traffic accident involving collision with moving object,Occupant of street car
8205,Motor vehicle non-traffic accident involving collision with moving object,Rider of animal; occupant of animal-drawn vehicle
8206,Motor vehicle non-traffic accident involving collision with moving object,Pedal cyclist
8207,Motor vehicle non-traffic accident involving collision with moving object,Pedestrian
8208,Motor vehicle non-traffic accident involving collision with moving object,Other specified person
8209,Motor vehicle non-traffic accident involving collision with moving object,Unspecified person
8210,Motor vehicle non-traffic accident involving collision with stationary object,Driver of motor vehicle other than motorcycle
8211,Motor vehicle non-traffic accident involving collision with stationary object,Passenger in motor vehicle other than motorcycle
8212,Motor vehicle non-traffic accident involving collision with stationary object,Motorcyclist
8213,Motor vehicle non-traffic accident involving collision with stationary object,Passenger on motorcycle
8214,Motor vehicle non-traffic accident involving collision with stationary object,Occupant of street car
8215,Motor vehicle non-traffic accident involving collision with stationary object,Rider of animal; occupant of animal-drawn vehicle
8216,Motor vehicle non-traffic accident involving collision with stationary object,Pedal cyclist
8217,Motor vehicle non-traffic accident involving collision with stationary object,Pedestrian
8218,Motor vehicle non-traffic accident involving collision with stationary object,Other specified person
8219,Motor vehicle non-traffic accident involving collision with stationary object,Unspecified person
8220,Motor vehicle non-traffic accident while boarding or alighting,Driver of motor vehicle other than motorcycle
8221,Motor vehicle non-traffic accident while boarding or alighting,Passenger in motor vehicle other than motorcycle
8222,Motor vehicle non-traffic accident while boarding or alighting,Motorcyclist
8223,Motor vehicle non-traffic accident while boarding or alighting,Passenger on motorcycle
8224,Motor vehicle non-traffic accident while boarding or alighting,Occupant of street car
8225,Motor vehicle non-traffic accident while boarding or alighting,Rider of animal; occupant of animal-drawn vehicle
8226,Motor vehicle non-traffic accident while boarding or alighting,Pedal cyclist
8227,Motor vehicle non-traffic accident while boarding or alighting,Pedestrian
8228,Motor vehicle non-traffic accident while boarding or alighting,Other specified person
8229,Motor vehicle non-traffic accident while boarding or alighting,Unspecified person
8230,Motor vehicle non-traffic accident of other and unspecified nature,Driver of motor vehicle other than motorcycle
8231,Motor vehicle non-traffic accident of other and unspecified nature,Passenger in motor vehicle other than motorcycle
8232,Motor vehicle non-traffic accident of other and unspecified nature,Motorcyclist
8233,Motor vehicle non-traffic accident of other and unspecified nature,Passenger on motorcycle
8234,Motor vehicle non-traffic accident of other and unspecified nature,Occupant of street car
8235,Motor vehicle non-traffic accident of other and unspecified nature,Rider of animal; occupant of animal-drawn vehicle
8236,Motor vehicle non-traffic accident of other and unspecified nature,Pedal cyclist
8237,Motor vehicle non-traffic accident of other and unspecified nature,Pedestrian
8238,Motor vehicle non-traffic accident of other and unspecified nature,Other specified person
8239,Motor vehicle non-traffic accident of other and unspecified nature,Unspecified person
8250,Street car accident,Pedestrian
8251,Street car accident,Pedal cyclist
8252,Street car accident,Occupant of street car
8258,Street car accident,Other specified person
8259,Street car accident,Unspecified person
8260,Pedal cycle accident,Pedestrian
8261,Pedal cycle accident,Pedal cyclist
8268,Pedal cycle accident,Other specified person
8269,Pedal cycle accident,Unspecified person
8270,Other non-motor road vehicle accident,Pedestrian
8278,Other non-motor road vehicle accident,Other specified person
8279,Other non-motor road vehicle accident,Unspecified person
8300,Accident to watercraft causing submersion,Occupant of small boat
8301,Accident to watercraft causing submersion,Occupant of other water craft - crew
8302,Accident to watercraft causing submersion,Occupant of other water craft - other than crew
8303,Accident to watercraft causing submersion,"Dockers, stevedores"
8308,Accident to watercraft causing submersion,Other specified person
8309,Accident to watercraft causing submersion,Unspecified person
8310,Accident to watercraft causing other injury,Occupant of small boat
8311,Accident to watercraft causing other injury,Occupant of other water craft - crew
8312,Accident to watercraft causing other injury,Occupant of other water craft - other than crew
8313,Accident to watercraft causing other injury,"Dockers, stevedores"
8318,Accident to watercraft causing other injury,Other specified person
8319,Accident to watercraft causing other injury,Unspecified person
8320,Other accidental submersion or drowning in water transport,Occupant of small boat
8321,Other accidental submersion or drowning in water transport,Occupant of other water craft - crew
8322,Other accidental submersion or drowning in water transport,Occupant of other water craft - other than crew
8323,Other accidental submersion or drowning in water transport,"Dockers, stevedores"
8328,Other accidental submersion or drowning in water transport,Other specified person
8329,Other accidental submersion or drowning in water transport,Unspecified person
8330,Fall on stairs or ladders in water transport,Occupant of small boat
8331,Fall on stairs or ladders in water transport,Occupant of other water craft - crew
8332,Fall on stairs or ladders in water transport,Occupant of other water craft - other than crew
8333,Fall on stairs or ladders in water transport,"Dockers, stevedores"
8338,Fall on stairs or ladders in water transport,Other specified person
8339,Fall on stairs or ladders in water transport,Unspecified person
8340,Other fall from one level to another in water transport,Occupant of small boat
8341,Other fall from one level to another in water transport,Occupant of other water craft - crew
8342,Other fall from one level to another in water transport,Occupant of other water craft - other than crew
8343,Other fall from one level to another in water transport,"Dockers, stevedores"
8348,Other fall from one level to another in water transport,Other specified person
8349,Other fall from one level to another in water transport,Unspecified person
8350,Other and unspecified fall in water transport,Occupant of small boat
8351,Other and unspecified fall in water transport,Occupant of other water craft - crew
8352,Other and unspecified fall in water transport,Occupant of other water craft - other than crew
8353,Other and unspecified fall in water transport,"Dockers, stevedores"
8358,Other and unspecified fall in water transport,Other specified person
8359,Other and unspecified fall in water transport,Unspecified person
8360,Machinery accident in water transport,Occupant of small boat
8361,Machinery accident in water transport,Occupant of other water craft - crew
8362,Machinery accident in water transport,Occupant of other water craft - other than crew
8363,Machinery accident in water transport,"Dockers, stevedores"
8368,Machinery accident in water transport,Other specified person
8369,Machinery accident in water transport,Unspecified person
8370,"Explosion, fire, burning, in water transport",Occupant of small boat
8371,"Explosion, fire, burning, in water transport",Occupant of other water craft - crew
8372,"Explosion, fire, burning, in water transport",Occupant of other water craft - other than crew
8373,"Explosion, fire, burning, in water transport","Dockers, stevedores"
8378,"Explosion, fire, burning, in water transport",Other specified person
8379,"Explosion, fire, burning, in water transport",Unspecified person
8380,Other and unspecified water transport accident,Occupant of small boat
8381,Other and unspecified water transport accident,Occupant of other water craft - crew
8382,Other and unspecified water transport accident,Occupant of other water craft - other than crew
8383,Other and unspecified water transport accident,"Dockers, stevedores"
8388,Other and unspecified water transport accident,Other specified person
8389,Other and unspecified water transport accident,Unspecified person
8400,Accident to powered aircraft take-off or landing,Occupant of spacecraft
8401,Accident to powered aircraft take-off or landing,"Occupant of military aircraft, any"
8402,Accident to powered aircraft take-off or landing,"Occupant of commercial aircraft, crew"
8403,Accident to powered aircraft take-off or landing,Other occupant of commercial aircraft
8404,Accident to powered aircraft take-off or landing,Occupant of other and unspecified aircraft
8405,Accident to powered aircraft take-off or landing,"Ground crew, airline employee"
8408,Accident to powered aircraft take-off or landing,Other specified person
8409,Accident to powered aircraft take-off or landing,Unspecified person
8410,"Accident to powered aircraft,other and unspecified",Occupant of spacecraft
8411,"Accident to powered aircraft,other and unspecified","Occupant of military aircraft, any"
8412,"Accident to powered aircraft,other and unspecified","Occupant of commercial aircraft, crew"
8413,"Accident to powered aircraft,other and unspecified",Other occupant of commercial aircraft
8414,"Accident to powered aircraft,other and unspecified",Occupant of other and unspecified aircraft
8415,"Accident to powered aircraft,other and unspecified","Ground crew, airline employee"
8418,"Accident to powered aircraft,other and unspecified",Other specified person
8419,"Accident to powered aircraft,other and unspecified",Unspecified person
8420,Accident to unpowered aircraft,Occupant of spacecraft
8421,Accident to unpowered aircraft,"Occupant of military aircraft, any"
8422,Accident to unpowered aircraft,"Occupant of commercial aircraft, crew"
8423,Accident to unpowered aircraft,Other occupant of commercial aircraft
8424,Accident to unpowered aircraft,Occupant of other and unspecified aircraft
8425,Accident to unpowered aircraft,"Ground crew, airline employee"
8428,Accident to unpowered aircraft,Other specified person
8429,Accident to unpowered aircraft,Unspecified person
8430,"Fall in, on, or from aircraft",Occupant of spacecraft
8431,"Fall in, on, or from aircraft","Occupant of military aircraft, any"
8432,"Fall in, on, or from aircraft","Occupant of commercial aircraft, crew"
8433,"Fall in, on, or from aircraft",Other occupant of commercial aircraft
8434,"Fall in, on, or from aircraft",Occupant of other and unspecified aircraft
8435,"Fall in, on, or from aircraft","Ground crew, airline employee"
8438,"Fall in, on, or from aircraft",Other specified person
8439,"Fall in, on, or from aircraft",Unspecified person
8440,Other specified air transport accidents,Occupant of spacecraft
8441,Other specified air transport accidents,"Occupant of military aircraft, any"
8442,Other specified air transport accidents,"Occupant of commercial aircraft, crew"
8443,Other specified air transport accidents,Other occupant of commercial aircraft
8444,Other specified air transport accidents,Occupant of other and unspecified aircraft
8445,Other specified air transport accidents,"Ground crew, airline employee"
8448,Other specified air transport accidents,Other specified person
8449,Other specified air transport accidents,Unspecified person
8450,Accident involving spacecraft,Occupant of spacecraft
8451,Accident involving spacecraft,"Occupant of military aircraft, any"
8452,Accident involving spacecraft,"Occupant of commercial aircraft, crew"
8453,Accident involving spacecraft,Other occupant of commercial aircraft
8454,Accident involving spacecraft,Occupant of other and unspecified aircraft
8455,Accident involving spacecraft,"Ground crew, airline employee"
8458,Accident involving spacecraft,Other specified person
8459,Accident involving spacecraft,Unspecified person
8500,Accidental poisoning by antibiotics and other anti-infectives,"Penicillin, any"
8501,Accidental poisoning by antibiotics and other anti-infectives,Antifungal antibiotics
8502,Accidental poisoning by antibiotics and other anti-infectives,Chloramphenicol
8503,Accidental poisoning by antibiotics and other anti-infectives,"Erythromycins, streptomycins, tetracyclines"
8504,Accidental poisoning by antibiotics and other anti-infectives,Other antibiotocs
8505,Accidental poisoning by antibiotics and other anti-infectives,Sulfonamides
8506,Accidental poisoning by antibiotics and other anti-infectives,Arsenic anti-infectives
8507,Accidental poisoning by antibiotics and other anti-infectives,Silver and its compounds
8508,Accidental poisoning by antibiotics and other anti-infectives,Quinoline and hydroxyquinoline derivatives
8509,Accidental poisoning by antibiotics and other anti-infectives,Other anti-infectives
8510,Accidental poisoning by hormones and synthetic substitutes,Adrenals
8511,Accidental poisoning by hormones and synthetic substitutes,Androgens and anabolic congeners
8512,Accidental poisoning by hormones and synthetic substitutes,Oestrogens
8513,Accidental poisoning by hormones and synthetic substitutes,Insulins and antidiabetic agents
8514,Accidental poisoning by hormones and synthetic substitutes,Anterior pituitary extracts
8515,Accidental poisoning by hormones and synthetic substitutes,Posterior pituitary extracts
8516,Accidental poisoning by hormones and synthetic substitutes,Progestogens
8517,Accidental poisoning by hormones and synthetic substitutes,Thyroid and thyroid deriviatives
8518,Accidental poisoning by hormones and synthetic substitutes,Antithyroid agents
8519,Accidental poisoning by hormones and synthetic substitutes,Other hormones and synthetic substitutes
8520,Accidental poisoning by primarily systemic and haematologic agents,Antihistamine and anti-emetic drugs
8521,Accidental poisoning by primarily systemic and haematologic agents,Antineoplastic agents
8522,Accidental poisoning by primarily systemic and haematologic agents,"Other electrolytic, caloric and water balance agents"
8523,Accidental poisoning by primarily systemic and haematologic agents,Vitamins
8524,Accidental poisoning by primarily systemic and haematologic agents,Other primarily systemic agents
8525,Accidental poisoning by primarily systemic and haematologic agents,Iron and its compounds
8526,Accidental poisoning by primarily systemic and haematologic agents,Anticoagulants
8527,Accidental poisoning by primarily systemic and haematologic agents,Vitamin K products
8528,Accidental poisoning by primarily systemic and haematologic agents,Other coagulants
8529,Accidental poisoning by primarily systemic and haematologic agents,Other primarily haematologic agents
8530,Accidental poisoning by analgesics and antipyretics,Opiates and synthetic analogues
8531,Accidental poisoning by analgesics and antipyretics,Salicylates and congeners
8532,Accidental poisoning by analgesics and antipyretics,Cinchopen and congeners
8533,Accidental poisoning by analgesics and antipyretics,Colchicine
8534,Accidental poisoning by analgesics and antipyretics,Aniline derivatives
8535,Accidental poisoning by analgesics and antipyretics,Other coal tar derivatives
8539,Accidental poisoning by analgesics and antipyretics,Other analgesics and antipyretics
8540,Accidental poisoning by other sedatives and hypnotics,Barbiturates
8541,Accidental poisoning by other sedatives and hypnotics,Chloral hydrate
8542,Accidental poisoning by other sedatives and hypnotics,Paraldehyde
8543,Accidental poisoning by other sedatives and hypnotics,Bromides
8549,Accidental poisoning by other sedatives and hypnotics,Other sedatives and hypnotics
8550,Accidental poisoning by autonomic nervous system and psychotherapeutic drugs,Antidepressants
8551,Accidental poisoning by autonomic nervous system and psychotherapeutic drugs,Tranquillisers
8552,Accidental poisoning by autonomic nervous system and psychotherapeutic drugs,Other psychotherapeutic agents
8553,Accidental poisoning by autonomic nervous system and psychotherapeutic drugs,Parasympathomimetics (cholinergics)
8554,Accidental poisoning by autonomic nervous system and psychotherapeutic drugs,Parasympatholytics (anticholinergics)
8555,Accidental poisoning by autonomic nervous system and psychotherapeutic drugs,Sympathomimetics (adrenergics)
8556,Accidental poisoning by autonomic nervous system and psychotherapeutic drugs,Autonomic nervous system relaxants
8559,Accidental poisoning by autonomic nervous system and psychotherapeutic drugs,Other
8560,Accidental poisoning by other central nervous system depressants and stimulants,Anticonvulsants
8561,Accidental poisoning by other central nervous system depressants and stimulants,Skeletal muscle relaxants
8562,Accidental poisoning by other central nervous system depressants and stimulants,Anaesthetic gases
8563,Accidental poisoning by other central nervous system depressants and stimulants,Other CNS depressants
8564,Accidental poisoning by other central nervous system depressants and stimulants,Amphetamine
8568,Accidental poisoning by other central nervous system depressants and stimulants,Other CNS stimulants
8569,Accidental poisoning by other central nervous system depressants and stimulants,Other and unspecified
8570,Accidental poisoning by cardiovascular drugs,Cardiac depressants
8571,Accidental poisoning by cardiovascular drugs,Cardiac tonics
8572,Accidental poisoning by cardiovascular drugs,Cholesterol lowering agents
8573,Accidental poisoning by cardiovascular drugs,Ganglionic blocking agents
8574,Accidental poisoning by cardiovascular drugs,Vasodilators
8575,Accidental poisoning by cardiovascular drugs,Other hypotensive agents
8576,Accidental poisoning by cardiovascular drugs,Sclerosing agents
8579,Accidental poisoning by cardiovascular drugs,Other
8580,Accidental poisoning by gastro-intestinal drugs,Antacids and antidiarrhoea agents
8581,Accidental poisoning by gastro-intestinal drugs,Intestinal irritant cathartics
8582,Accidental poisoning by gastro-intestinal drugs,Emollient cathartics
8583,Accidental poisoning by gastro-intestinal drugs,Saline cathartics
8584,Accidental poisoning by gastro-intestinal drugs,Faecal softeners
8585,Accidental poisoning by gastro-intestinal drugs,Other cathartics
8586,Accidental poisoning by gastro-intestinal drugs,Emetics
8589,Accidental poisoning by gastro-intestinal drugs,Other
8590,Accidental poisoning by other and unspecified drugs and medicaments,Local anaesthetics
8591,Accidental poisoning by other and unspecified drugs and medicaments,Mercurial diuretics
8592,Accidental poisoning by other and unspecified drugs and medicaments,Xanthine derivatives
8593,Accidental poisoning by other and unspecified drugs and medicaments,Other diuretics
8594,Accidental poisoning by other and unspecified drugs and medicaments,Agents acting directly on musculoskeletal system
8595,Accidental poisoning by other and unspecified drugs and medicaments,Liniments
8596,Accidental poisoning by other and unspecified drugs and medicaments,Ointments
8597,Accidental poisoning by other and unspecified drugs and medicaments,Other medicaments for external use
8598,Accidental poisoning by other and unspecified drugs and medicaments,Other specified drugs
8599,Accidental poisoning by other and unspecified drugs and medicaments,"Drugs, unspecified"
8600,Accidental poisoning by alcohol,Alcohol
8610,Accidental poisoning by cleansing and polishing agents,Cleansing and polishing agents
8620,Accidental poisoning by disinfectants,Disinfectants
8630,Accidental poisoning by paints and varnishes,Paints and varnishes
8640,Accidental poisoning by petroleum products and other solvents,Petroleum products and other solvents
8650,"Accidental poisoning by pesticides, fertilizers or plant foods","Pesticides, fertilizers or plant foods"
8660,Accidental poisoning by heavy metals and their fumes,Heavy metals and their fumes
8670,Accidental poisoning by corrosives and caustics not elsewhere classified,Corrosives and caustics not elsewhere classified
8680,Accidental poisoning by noxious foodstuffs and poisonous plants,Noxious foodstuffs and poisonous plants
8690,Accidental poisoning by other and unspecified solid and liquid substances,Other and unspecified solid and liquid substances
8700,Accidental poisoning by gas distributed by pipe-line,Gas distributed by pipe-line
8710,Accidental poisoning by liquefied petroleum gas distributed in mobile containers,Liquefied petroleum gas distributed in mobile containers
8720,Accidental poisoning by other utility gas,Other utility gas
8730,Accidental poisoning by motor vehicle exhaust gas,Motor vehicle exhaust gas
8740,Accidental poisoning by carbon monoxide from incomplete combustion of domestic fuels,Carbon monoxide from incomplete combustion of domestic fuels
8750,Accidental poisoning by other carbon monoxide,Other carbon monoxide
8760,Accidental poisoning by other gases and vapours,Other gases and vapours
8770,Accidental poisoning by unspecified gases and vapours,Unspecified gases and vapours
8800,Fall on or from stairs or steps,Fall on or from stairs or steps
8810,Fall on or from ladders or scaffolding,Fall on or from ladders or scaffolding
8820,Fall from or out of building or other structure,Fall from or out of building or other structure
8830,Fall into hole or other opening in surface,Fall into hole or other opening in surface
8840,Other fall from one level to another,Other fall from one level to another
8850,"Fall on same level from slipping, tripping or stumbling","Fall on same level from slipping, tripping or stumbling"
8860,"Fall on same level from collision, pushing or shoving by or with other person","Fall on same level from collision, pushing or shoving by or with other person"
8870,Other and unspecified fall,Other and unspecified fall
8900,Accident caused by conflagration in private dwelling,"Paraffin, petrol, methylated spirits"
8901,Accident caused by conflagration in private dwelling,"Match, paper, cigarettes"
8902,Accident caused by conflagration in private dwelling,"Coal, ash, solid fuel"
8903,Accident caused by conflagration in private dwelling,Gas
8904,Accident caused by conflagration in private dwelling,"Fat, candles"
8905,Accident caused by conflagration in private dwelling,Electrical equipment
8906,Accident caused by conflagration in private dwelling,"Bedding, furniture (cause not stated)"
8907,Accident caused by conflagration in private dwelling,"Clothes, fabrics (cause not stated)"
8908,Accident caused by conflagration in private dwelling,Other specified causes
8909,Accident caused by conflagration in private dwelling,Unspecified
8910,Accident caused by conflagration in other building or structure,"Paraffin, petrol, methylated spirits"
8911,Accident caused by conflagration in other building or structure,"Match, paper, cigarettes"
8912,Accident caused by conflagration in other building or structure,"Coal, ash, solid fuel"
8913,Accident caused by conflagration in other building or structure,Gas
8914,Accident caused by conflagration in other building or structure,"Fat, candles"
8915,Accident caused by conflagration in other building or structure,Electrical equipment
8918,Accident caused by conflagration in other building or structure,Other specified causes
8919,Accident caused by conflagration in other building or structure,Unspecified
8920,Accident caused by conflagration not in building or structure,"Paraffin, petrol, methylated spirits"
8921,Accident caused by conflagration not in building or structure,"Match, paper, cigarettes"
8922,Accident caused by conflagration not in building or structure,"Coal, ash, solid fuel"
8925,Accident caused by conflagration not in building or structure,Electrical equipment
8928,Accident caused by conflagration not in building or structure,Other specified causes
8929,Accident caused by conflagration not in building or structure,Unspecified
8930,Accident caused by ignition of clothing,"Paraffin, petrol, methylated spirits"
8931,Accident caused by ignition of clothing,"Match, paper, cigarettes"
8932,Accident caused by ignition of clothing,"Coal, ash, solid fuel"
8933,Accident caused by ignition of clothing,Gas
8934,Accident caused by ignition of clothing,"Fat, candles"
8935,Accident caused by ignition of clothing,Electrical equipment
8937,Accident caused by ignition of clothing,"Clothes, fabrics (cause not stated)"
8938,Accident caused by ignition of clothing,Other specified causes
8939,Accident caused by ignition of clothing,Unspecified
8940,Accident caused by ignition of highly inflammable material,"Paraffin, petrol, methylated spirits"
8941,Accident caused by ignition of highly inflammable material,"Match, paper, cigarettes"
8943,Accident caused by ignition of highly inflammable material,Gas
8944,Accident caused by ignition of highly inflammable material,"Fat, candles"
8945,Accident caused by ignition of highly inflammable material,Electrical equipment
8948,Accident caused by ignition of highly inflammable material,Other specified causes
8949,Accident caused by ignition of highly inflammable material,Unspecified
8950,Accident caused by controlled fire in private dwelling,"Paraffin, petrol, methylated spirits"
8951,Accident caused by ignition of highly inflammable material,"Match, paper, cigarettes"
8952,Accident caused by ignition of highly inflammable material,"Coal, ash, solid fuel"
8953,Accident caused by ignition of highly inflammable material,Gas
8954,Accident caused by ignition of highly inflammable material,"Fat, candles"
8955,Accident caused by ignition of highly inflammable material,Electrical equipment
8957,Accident caused by ignition of highly inflammable material,"Clothes, fabrics (cause not stated)"
8958,Accident caused by ignition of highly inflammable material,Other specified causes
8959,Accident caused by ignition of highly inflammable material,Unspecified
8960,Accident caused by controlled fire in other building or structure,"Paraffin, petrol, methylated spirits"
8962,Accident caused by controlled fire in other building or structure,"Coal, ash, solid fuel"
8963,Accident caused by controlled fire in other building or structure,Gas
8968,Accident caused by controlled fire in other building or structure,Other specified causes
8969,Accident caused by controlled fire in other building or structure,Unspecified
8970,Accident caused by controlled fire not in building or structure,"Paraffin, petrol, methylated spirits"
8971,Accident caused by controlled fire not in building or structure,"Match, paper, cigarettes"
8978,Accident caused by controlled fire not in building or structure,Other specified causes
8979,Accident caused by controlled fire not in building or structure,Unspecified
8980,Accident caused by other specified fires or flames,"Paraffin, petrol, methylated spirits"
8981,Accident caused by other specified fires or flames,"Match, paper, cigarettes"
8982,Accident caused by other specified fires or flames,"Coal, ash, solid fuel"
8983,Accident caused by other specified fires or flames,Gas
8984,Accident caused by other specified fires or flames,"Fat, candles"
8985,Accident caused by other specified fires or flames,Electrical equipment
8986,Accident caused by other specified fires or flames,"Bedding, furniture (cause not stated)"
8987,Accident caused by other specified fires or flames,"Clothes, fabrics (cause not stated)"
8988,Accident caused by other specified fires or flames,Other specified causes
8989,Accident caused by other specified fires or flames,Unspecified
8990,Accident caused by unspecified fire,"Paraffin, petrol, methylated spirits"
8991,Accident caused by unspecified fire,"Match, paper, cigarettes"
8993,Accident caused by unspecified fire,Gas
8994,Accident caused by unspecified fire,"Fat, candles"
8995,Accident caused by unspecified fire,Electrical equipment
8999,Accident caused by unspecified fire,Unspecified
9000,Excessive heat,Excessive heat
9010,Excessive cold,Excessive cold
9020,High and low air pressure,High and low air pressure
9030,Effects of travel and motion,Effects of travel and motion
9040,"Hunger, thirst, exposure and neglect","Hunger, thirst, exposure and neglect"
9050,Bites and stings of venomous animals and insects,Bites and stings of venomous animals and insects
9060,Other accidents caused by animals,Other accidents caused by animals
9070,Lightning,Lightning
9080,Cataclysm,Cataclysm
9090,Accident due to other natural and environmental factors,Accident due to other natural and environmental factors
9100,Accidental drowning and submersion,In recreational activities
9109,Accidental drowning and submersion,Other and unspecified
9110,Inhalation and ingestion of food causing obstruction or suffocation,Inhalation and ingestion of food causing obstruction or suffocation
9120,Inhalation and ingestion of other object causing obstruction or suffocation,Inhalation and ingestion of other object causing obstruction or suffocation
9130,Accidental mechanical suffocation,In bed or cradle
9139,Accidental mechanical suffocation,Other and unspecified
9140,Foreign body accidentally entering eye and adnexa,Foreign body accidentally entering eye and adnexa
9150,Foreign body accidentally entering other orifice,Foreign body accidentally entering other orifice
9160,Struck accidentally by falling object,Struck accidentally by falling object
9170,Striking against or struck accidentally by objects,Striking against or struck accidentally by objects
9180,Caught accidentally in or between objects,Caught accidentally in or between objects
