date_period,measure,cdid,value,unit,source_dataset
1952.0,Unit,Source dataset ID,1952.0,1800,PublicFinances1800-2023
1952.0,VAT (Purchase tax prior to 1973)4,NZGF,616.0,-,PublicFinances1800-2023
1952.0,Years,Years,,1800-01,PublicFinances1800-2023
1952.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1952.0,o/w pensioners,,,-,PublicFinances1800-2023
1953.0,Business rates,CUKY,,-,PublicFinances1800-2023
1953.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1953.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,254.0,-,PublicFinances1800-2023
1953.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,180.0,-,PublicFinances1800-2023
1953.0,Current spending3,JW2Q,5498.0,-,PublicFinances1800-2023
1953.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,1101.0,18,PublicFinances1800-2023
1953.0,Death duties/Inheritance tax,ACCH,165.0,-,PublicFinances1800-2023
1953.0,Debt Interest9,NMFX,658.0,14,PublicFinances1800-2023
1953.0,Defence5,,1600.0,32,PublicFinances1800-2023
1953.0,Education8,,464.0,-,PublicFinances1800-2023
1953.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1953.0,Gas Levy3,,,-,PublicFinances1800-2023
1953.0,Health6,,499.0,-,PublicFinances1800-2023
1953.0,Income tax1,LIBR-MS62,1925.0,5,PublicFinances1800-2023
1953.0,"Index, base year = 100",MM23,40.5,13.5,PublicFinances1800-2023
1953.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1953.0,License fee receipts,DH7A,17.0,-,PublicFinances1800-2023
1953.0,National Accounts Taxes,GCSU,5290.0,-,PublicFinances1800-2023
1953.0,National Insurance Contributions1,AIIH,527.0,-,PublicFinances1800-2023
1953.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",17601.0,393,PublicFinances1800-2023
1953.0,Nominal GDP (£m)3,Nominal GDP (£m)3,16685.0,355,PublicFinances1800-2023
1953.0,Other Central Government Receipts6,Residual,584.0,3,PublicFinances1800-2023
1953.0,Other Public Sector Spending10 ,,3664.0,-,PublicFinances1800-2023
1953.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1953.0,Other public sector taxes and receipts8,Residual,912.0,-,PublicFinances1800-2023
1953.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1953.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1953.0,Public sector gross investment4,JW2Z + JW2S,1387.0,-,PublicFinances1800-2023
1953.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",418.0,21,PublicFinances1800-2023
1953.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,26583.0,508,PublicFinances1800-2023
1953.0,Social Security7,,,-,PublicFinances1800-2023
1953.0,Stamp duties,GTBC,60.0,3,PublicFinances1800-2023
1953.0,Total Central Government spending1,ANLP + ANNS + NSRN,5181.0,50,PublicFinances1800-2023
1953.0,Unit,Source dataset ID,1953.0,1800,PublicFinances1800-2023
1953.0,VAT (Purchase tax prior to 1973)4,NZGF,633.0,-,PublicFinances1800-2023
1953.0,Years,Years,,1800-01,PublicFinances1800-2023
1953.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1953.0,o/w pensioners,,,-,PublicFinances1800-2023
1954.0,Business rates,CUKY,,-,PublicFinances1800-2023
1954.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1954.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,249.0,-,PublicFinances1800-2023
1954.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,193.0,-,PublicFinances1800-2023
1954.0,Current spending3,JW2Q,5587.0,-,PublicFinances1800-2023
1954.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,1110.0,18,PublicFinances1800-2023
1954.0,Death duties/Inheritance tax,ACCH,188.0,-,PublicFinances1800-2023
1954.0,Debt Interest9,NMFX,656.0,14,PublicFinances1800-2023
1954.0,Defence5,,1586.0,32,PublicFinances1800-2023
1954.0,Education8,,519.0,-,PublicFinances1800-2023
1954.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1954.0,Gas Levy3,,,-,PublicFinances1800-2023
1954.0,Health6,,518.0,-,PublicFinances1800-2023
1954.0,Income tax1,LIBR-MS62,1951.0,5,PublicFinances1800-2023
1954.0,"Index, base year = 100",MM23,41.3,13.5,PublicFinances1800-2023
1954.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1954.0,License fee receipts,DH7A,23.0,-,PublicFinances1800-2023
1954.0,National Accounts Taxes,GCSU,5441.0,-,PublicFinances1800-2023
1954.0,National Insurance Contributions1,AIIH,531.0,-,PublicFinances1800-2023
1954.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",18999.0,393,PublicFinances1800-2023
1954.0,Nominal GDP (£m)3,Nominal GDP (£m)3,17601.0,355,PublicFinances1800-2023
1954.0,Other Central Government Receipts6,Residual,676.0,3,PublicFinances1800-2023
1954.0,Other Public Sector Spending10 ,,3690.0,-,PublicFinances1800-2023
1954.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1954.0,Other public sector taxes and receipts8,Residual,969.0,-,PublicFinances1800-2023
1954.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1954.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1954.0,Public sector gross investment4,JW2Z + JW2S,1382.0,-,PublicFinances1800-2023
1954.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",257.0,21,PublicFinances1800-2023
1954.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,26934.0,508,PublicFinances1800-2023
1954.0,Social Security7,,,-,PublicFinances1800-2023
1954.0,Stamp duties,GTBC,73.0,3,PublicFinances1800-2023
1954.0,Total Central Government spending1,ANLP + ANNS + NSRN,5225.0,50,PublicFinances1800-2023
1954.0,Unit,Source dataset ID,1954.0,1800,PublicFinances1800-2023
1954.0,VAT (Purchase tax prior to 1973)4,NZGF,654.0,-,PublicFinances1800-2023
1954.0,Years,Years,,1800-01,PublicFinances1800-2023
1954.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1954.0,o/w pensioners,,,-,PublicFinances1800-2023
1955.0,Business rates,CUKY,,-,PublicFinances1800-2023
1955.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1955.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,211.0,-,PublicFinances1800-2023
1955.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,211.0,-,PublicFinances1800-2023
1955.0,Current spending3,JW2Q,5754.0,-,PublicFinances1800-2023
1955.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,1256.0,18,PublicFinances1800-2023
1955.0,Death duties/Inheritance tax,ACCH,180.0,-,PublicFinances1800-2023
1955.0,Debt Interest9,NMFX,726.0,14,PublicFinances1800-2023
1955.0,Defence5,,1493.0,32,PublicFinances1800-2023
1955.0,Education8,,549.0,-,PublicFinances1800-2023
1955.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1955.0,Gas Levy3,,,-,PublicFinances1800-2023
1955.0,Health6,,549.0,-,PublicFinances1800-2023
1955.0,Income tax1,LIBR-MS62,2083.0,5,PublicFinances1800-2023
1955.0,"Index, base year = 100",MM23,43.1,13.5,PublicFinances1800-2023
1955.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1955.0,License fee receipts,DH7A,26.0,-,PublicFinances1800-2023
1955.0,National Accounts Taxes,GCSU,5803.0,-,PublicFinances1800-2023
1955.0,National Insurance Contributions1,AIIH,621.0,-,PublicFinances1800-2023
1955.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",20636.0,393,PublicFinances1800-2023
1955.0,Nominal GDP (£m)3,Nominal GDP (£m)3,19573.0,355,PublicFinances1800-2023
1955.0,Other Central Government Receipts6,Residual,735.0,3,PublicFinances1800-2023
1955.0,Other Public Sector Spending10 ,,2857.0,-,PublicFinances1800-2023
1955.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1955.0,Other public sector taxes and receipts8,Residual,1004.0,-,PublicFinances1800-2023
1955.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1955.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1955.0,Public sector gross investment4,JW2Z + JW2S,1391.0,-,PublicFinances1800-2023
1955.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",-38.0,21,PublicFinances1800-2023
1955.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,27039.0,508,PublicFinances1800-2023
1955.0,Social Security7,,972.0,-,PublicFinances1800-2023
1955.0,Stamp duties,GTBC,72.0,3,PublicFinances1800-2023
1955.0,Total Central Government spending1,ANLP + ANNS + NSRN,5373.0,50,PublicFinances1800-2023
1955.0,Unit,Source dataset ID,1955.0,1800,PublicFinances1800-2023
1955.0,VAT (Purchase tax prior to 1973)4,NZGF,667.0,-,PublicFinances1800-2023
1955.0,Years,Years,,1800-01,PublicFinances1800-2023
1955.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1955.0,o/w pensioners,,,-,PublicFinances1800-2023
1956.0,Business rates,CUKY,,-,PublicFinances1800-2023
1956.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1956.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,200.0,-,PublicFinances1800-2023
1956.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,255.0,-,PublicFinances1800-2023
1956.0,Current spending3,JW2Q,6269.0,-,PublicFinances1800-2023
1956.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,1326.0,18,PublicFinances1800-2023
1956.0,Death duties/Inheritance tax,ACCH,168.0,-,PublicFinances1800-2023
1956.0,Debt Interest9,NMFX,743.0,14,PublicFinances1800-2023
1956.0,Defence5,,1553.0,32,PublicFinances1800-2023
1956.0,Education8,,635.0,-,PublicFinances1800-2023
1956.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1956.0,Gas Levy3,,,-,PublicFinances1800-2023
1956.0,Health6,,598.0,-,PublicFinances1800-2023
1956.0,Income tax1,LIBR-MS62,2288.0,5,PublicFinances1800-2023
1956.0,"Index, base year = 100",MM23,45.3,13.5,PublicFinances1800-2023
1956.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1956.0,License fee receipts,DH7A,28.0,-,PublicFinances1800-2023
1956.0,National Accounts Taxes,GCSU,6190.0,-,PublicFinances1800-2023
1956.0,National Insurance Contributions1,AIIH,644.0,-,PublicFinances1800-2023
1956.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",22005.0,393,PublicFinances1800-2023
1956.0,Nominal GDP (£m)3,Nominal GDP (£m)3,21162.0,355,PublicFinances1800-2023
1956.0,Other Central Government Receipts6,Residual,767.0,3,PublicFinances1800-2023
1956.0,Other Public Sector Spending10 ,,3226.0,-,PublicFinances1800-2023
1956.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1956.0,Other public sector taxes and receipts8,Residual,1123.0,-,PublicFinances1800-2023
1956.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1956.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1956.0,Public sector gross investment4,JW2Z + JW2S,1497.0,-,PublicFinances1800-2023
1956.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",82.0,21,PublicFinances1800-2023
1956.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,27008.0,508,PublicFinances1800-2023
1956.0,Social Security7,,1012.0,-,PublicFinances1800-2023
1956.0,Stamp duties,GTBC,64.0,3,PublicFinances1800-2023
1956.0,Total Central Government spending1,ANLP + ANNS + NSRN,5882.0,50,PublicFinances1800-2023
1956.0,Unit,Source dataset ID,1956.0,1800,PublicFinances1800-2023
1956.0,VAT (Purchase tax prior to 1973)4,NZGF,693.0,-,PublicFinances1800-2023
1956.0,Years,Years,,1800-01,PublicFinances1800-2023
1956.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1956.0,o/w pensioners,,,-,PublicFinances1800-2023
1957.0,Business rates,CUKY,,-,PublicFinances1800-2023
1957.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1957.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,255.0,-,PublicFinances1800-2023
1957.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,276.0,-,PublicFinances1800-2023
1957.0,Current spending3,JW2Q,6546.0,-,PublicFinances1800-2023
1957.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,1334.0,18,PublicFinances1800-2023
1957.0,Death duties/Inheritance tax,ACCH,178.0,-,PublicFinances1800-2023
1957.0,Debt Interest9,NMFX,728.0,14,PublicFinances1800-2023
1957.0,Defence5,,1526.0,32,PublicFinances1800-2023
1957.0,Education8,,715.0,-,PublicFinances1800-2023
1957.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1957.0,Gas Levy3,,,-,PublicFinances1800-2023
1957.0,Health6,,644.0,-,PublicFinances1800-2023
1957.0,Income tax1,LIBR-MS62,2382.0,5,PublicFinances1800-2023
1957.0,"Index, base year = 100",MM23,46.9,13.5,PublicFinances1800-2023
1957.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1957.0,License fee receipts,DH7A,31.0,-,PublicFinances1800-2023
1957.0,National Accounts Taxes,GCSU,6509.0,-,PublicFinances1800-2023
1957.0,National Insurance Contributions1,AIIH,693.0,-,PublicFinances1800-2023
1957.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",23004.0,393,PublicFinances1800-2023
1957.0,Nominal GDP (£m)3,Nominal GDP (£m)3,22509.0,355,PublicFinances1800-2023
1957.0,Other Central Government Receipts6,Residual,831.0,3,PublicFinances1800-2023
1957.0,Other Public Sector Spending10 ,,3383.0,-,PublicFinances1800-2023
1957.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1957.0,Other public sector taxes and receipts8,Residual,1182.0,-,PublicFinances1800-2023
1957.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1957.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1957.0,Public sector gross investment4,JW2Z + JW2S,1534.0,-,PublicFinances1800-2023
1957.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",6.0,21,PublicFinances1800-2023
1957.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,27232.0,508,PublicFinances1800-2023
1957.0,Social Security7,,1084.0,-,PublicFinances1800-2023
1957.0,Stamp duties,GTBC,66.0,3,PublicFinances1800-2023
1957.0,Total Central Government spending1,ANLP + ANNS + NSRN,6102.0,50,PublicFinances1800-2023
1957.0,Unit,Source dataset ID,1957.0,1800,PublicFinances1800-2023
1957.0,VAT (Purchase tax prior to 1973)4,NZGF,719.0,-,PublicFinances1800-2023
1957.0,Years,Years,,1800-01,PublicFinances1800-2023
1957.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1957.0,o/w pensioners,,,-,PublicFinances1800-2023
1958.0,Business rates,CUKY,,-,PublicFinances1800-2023
1958.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1958.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,275.0,-,PublicFinances1800-2023
1958.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,290.0,-,PublicFinances1800-2023
1958.0,Current spending3,JW2Q,6929.0,-,PublicFinances1800-2023
1958.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,1324.0,18,PublicFinances1800-2023
1958.0,Death duties/Inheritance tax,ACCH,189.0,-,PublicFinances1800-2023
1958.0,Debt Interest9,NMFX,804.0,14,PublicFinances1800-2023
1958.0,Defence5,,1486.0,32,PublicFinances1800-2023
1958.0,Education8,,771.0,-,PublicFinances1800-2023
1958.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1958.0,Gas Levy3,,,-,PublicFinances1800-2023
1958.0,Health6,,689.0,-,PublicFinances1800-2023
1958.0,Income tax1,LIBR-MS62,2484.0,5,PublicFinances1800-2023
1958.0,"Index, base year = 100",MM23,48.4,13.5,PublicFinances1800-2023
1958.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1958.0,License fee receipts,DH7A,33.0,-,PublicFinances1800-2023
1958.0,National Accounts Taxes,GCSU,6892.0,-,PublicFinances1800-2023
1958.0,National Insurance Contributions1,AIIH,880.0,-,PublicFinances1800-2023
1958.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",23956.0,393,PublicFinances1800-2023
1958.0,Nominal GDP (£m)3,Nominal GDP (£m)3,23334.0,355,PublicFinances1800-2023
1958.0,Other Central Government Receipts6,Residual,896.0,3,PublicFinances1800-2023
1958.0,Other Public Sector Spending10 ,,3475.0,-,PublicFinances1800-2023
1958.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1958.0,Other public sector taxes and receipts8,Residual,1167.0,-,PublicFinances1800-2023
1958.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1958.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1958.0,Public sector gross investment4,JW2Z + JW2S,1624.0,-,PublicFinances1800-2023
1958.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",71.0,21,PublicFinances1800-2023
1958.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,27376.0,508,PublicFinances1800-2023
1958.0,Social Security7,,1328.0,-,PublicFinances1800-2023
1958.0,Stamp duties,GTBC,69.0,3,PublicFinances1800-2023
1958.0,Total Central Government spending1,ANLP + ANNS + NSRN,6460.0,50,PublicFinances1800-2023
1958.0,Unit,Source dataset ID,1958.0,1800,PublicFinances1800-2023
1958.0,VAT (Purchase tax prior to 1973)4,NZGF,745.0,-,PublicFinances1800-2023
1958.0,Years,Years,,1800-01,PublicFinances1800-2023
1958.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1958.0,o/w pensioners,,,-,PublicFinances1800-2023
1959.0,Business rates,CUKY,,-,PublicFinances1800-2023
1959.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
1959.0,Corporation tax (profits taxes prior to 1966-67)2,CPRN,262.0,-,PublicFinances1800-2023
1959.0,Council Tax (community charge and domestic rates prior to 1993),NMHM,324.0,-,PublicFinances1800-2023
1959.0,Current spending3,JW2Q,7401.0,-,PublicFinances1800-2023
1959.0,Custom and excise duties5,CUDG+GTAO+MF6V+ EKED+CDDZ+CWAA,1382.0,18,PublicFinances1800-2023
1959.0,Death duties/Inheritance tax,ACCH,226.0,-,PublicFinances1800-2023
1959.0,Debt Interest9,NMFX,799.0,14,PublicFinances1800-2023
1959.0,Defence5,,1524.0,32,PublicFinances1800-2023
1959.0,Education8,,833.0,-,PublicFinances1800-2023
1959.0,Energy profits levy,JIS6,,-,PublicFinances1800-2023
1959.0,Gas Levy3,,,-,PublicFinances1800-2023
1959.0,Health6,,749.0,-,PublicFinances1800-2023
1959.0,Income tax1,LIBR-MS62,2398.0,5,PublicFinances1800-2023
1959.0,"Index, base year = 100",MM23,48.6,13.5,PublicFinances1800-2023
1959.0,Land and Assessed Taxes,,,5,PublicFinances1800-2023
1959.0,License fee receipts,DH7A,36.0,-,PublicFinances1800-2023
1959.0,National Accounts Taxes,GCSU,7072.0,-,PublicFinances1800-2023
1959.0,National Insurance Contributions1,AIIH,906.0,-,PublicFinances1800-2023
1959.0,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",25788.0,393,PublicFinances1800-2023
1959.0,Nominal GDP (£m)3,Nominal GDP (£m)3,24872.0,355,PublicFinances1800-2023
1959.0,Other Central Government Receipts6,Residual,983.0,3,PublicFinances1800-2023
1959.0,Other Public Sector Spending10 ,,3812.0,-,PublicFinances1800-2023
1959.0,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
1959.0,Other public sector taxes and receipts8,Residual,1016.0,-,PublicFinances1800-2023
1959.0,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
1959.0,Petroleum royalties3,,,-,PublicFinances1800-2023
1959.0,Public sector gross investment4,JW2Z + JW2S,1709.0,-,PublicFinances1800-2023
1959.0,"Public sector net borrowing
(PSNB)1","Public sector net borrowing
(PSNB)1",569.0,21,PublicFinances1800-2023
1959.0,Public sector net debt (PSND)2,Public sector net debt (PSND)2,27733.0,508,PublicFinances1800-2023
1959.0,Social Security7,,1393.0,-,PublicFinances1800-2023
1959.0,Stamp duties,GTBC,94.0,3,PublicFinances1800-2023
1959.0,Total Central Government spending1,ANLP + ANNS + NSRN,6876.0,50,PublicFinances1800-2023
1959.0,Unit,Source dataset ID,1959.0,1800,PublicFinances1800-2023
1959.0,VAT (Purchase tax prior to 1973)4,NZGF,781.0,-,PublicFinances1800-2023
1959.0,Years,Years,,1800-01,PublicFinances1800-2023
1959.0,o/w non-pensioners,,,-,PublicFinances1800-2023
1959.0,o/w pensioners,,,-,PublicFinances1800-2023
1960.0,Business rates,CUKY,,-,PublicFinances1800-2023
1960.0,Capital Gains Tax1,MS62,,-,PublicFinances1800-2023
