date_period,measure,cdid,value,unit,source_dataset
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Education8,,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Energy profits levy,JIS6,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Gas Levy3,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Health6,,,-,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,Income tax1,LIBR-MS62,,5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,"Index, base year = 100",MM23,,13.5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,Land and Assessed Taxes,,,5,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,License fee receipts,DH7A,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Accounts Taxes,GCSU,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,National Insurance Contributions1,AIIH,,-,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,"Nominal GDP (March-centred, £m)4","Nominal GDP (March-centred, £m)4",,393,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Nominal GDP (£m)3,Nominal GDP (£m)3,,355,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Central Government Receipts6,Residual,,3,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other Public Sector Spending10 ,,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other business taxes1,KIH3 + N43V,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Other public sector taxes and receipts8,Residual,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum Revenue tax (includes supplementary petroleum duty)3,ACCJ,,-,PublicFinances1800-2023
,Petroleum royalties3,,,-,PublicFinances1800-2023
,Petroleum royalties3,,,-,PublicFinances1800-2023
,Petroleum royalties3,,,-,PublicFinances1800-2023
,Petroleum royalties3,,,-,PublicFinances1800-2023
,Petroleum royalties3,,,-,PublicFinances1800-2023
