date_period,measure,cdid,value,unit,source_dataset,pre_unit,category,population,value_per_capita
2023,LG: Current expenditure: Net social benefits: Total (D62): £m CPNSA,GZSK,27718.0,m,PUSF,£,Government Spending,,
2023,LG: Current expenditure: Other: £m CPNSA,MSE3,-124844.0,m,PUSF,£,Government Spending,,
2023,LG: Current expenditure: Purchase of goods and services: £m CPNSA,MSE9,106767.0,m,PUSF,£,Government Spending,,
2023,LG: Current expenditure: Subsidies: £m CPNSA,ADAK,6783.0,m,PUSF,£,Government Spending,,
2023,LG: Current receipts: Interest and dividends (net) from public sector: £m CPNSA,ANPZ,-2049.0,m,PUSF,£,PUSF - Other,,
2023,LG: Current receipts: Interest and dividends: £m CPNSA,MSD9,-346.0,m,PUSF,£,PUSF - Other,,
2023,LG: Current receipts: Other current taxes: Council tax (D591a): £m CPNSA,NMHM,43861.0,m,PUSF,£,Tax Receipts,,
2023,LG: Current receipts: Other current taxes: Other: £m CPNSA,MSE8,-1458.0,m,PUSF,£,Tax Receipts,,
2023,LG: Current receipts: Other receipts: £m CPNSA,MSE2,19290.0,m,PUSF,£,PUSF - Other,,
2023,LG: Current receipts: Rent and other current transfers: £m CPNSA,ANBX,779.0,m,PUSF,£,PUSF - Other,,
2023,LG: From central government to local government: £m CPNSA,ABEC,3029.0,m,PUSF,£,PUSF - Other,,
2023,LG: Gross operating surplus: £m CPNSA,NRLT,18511.0,m,PUSF,£,Fiscal Position,,
2023,LG: Increase in inventories and valuables (P52&P53): £m CPNSA,ANMZ,0.0,m,PUSF,£,PUSF - Other,,
2023,LG: Interest & dividends from private sector and rest of world (D41/42):£m CPNSA,GVHF,1703.0,m,PUSF,£,Tax Receipts,,
2023,LG: Net Financial Liabilities: NSA:£m,CPPI,-155085.0,,PUSF,,PUSF - Other,,
2023,LG: Net Investment: Capital grants to private sector (D92 & D99): £m CPNSA,ANNJ,3304.0,m,PUSF,£,Tax Receipts,,
2023,LG: Net acquisition of company securities (F5 assets): £m CPNSA,LSIB,-1500.0,m,PUSF,£,Balance Sheet,,
2023,LG: Net cash requirement: £m CPNSA,ABEG,12635.0,m,PUSF,£,PUSF - Other,,
2023,LG: Net investment: £m CPNSA,ANNT,13945.0,m,PUSF,£,PUSF - Other,,
2023,LG: Net investment:Capital grants (net) within public sector (D92&D99): £m CPNSA,ANNE,17324.0,m,PUSF,£,PUSF - Other,,
2023,LG: Net lending to private sector and Rest of World: £m CPNSA,ADDU,745.0,m,PUSF,£,Tax Receipts,,
2023,LG: Other financial transactions: £m CPNSA,ANMW,754.0,m,PUSF,£,Transactions,,
2023,LG: Other: Contribution to PS net cash requirement: £m CPNSA,AAZK,9606.0,m,PUSF,£,PUSF - Other,,
2023,LG: Pension contributions (D61): £m CPNSA,NSMM,2901.0,m,PUSF,£,Government Spending,,
2023,LG: Total capital expenditure: £m CPNSA,MSE6,6354.0,m,PUSF,£,Government Spending,,
2023,LG: Total current expenditure: £m CPNSA,ANLQ,70280.0,m,PUSF,£,Government Spending,,
2023,LG: Total current expenditure: £m CPNSA,MSE5,225341.0,m,PUSF,£,Government Spending,,
2023,LG: Total current receipts: £m CPNSA,ANBW,62394.0,m,PUSF,£,PUSF - Other,,
2023,LG: Total expenditure: £m CPNSA,MSE7,231695.0,m,PUSF,£,Government Spending,,
2023,LG: Total revenue: Current receipts: Taxes: £m CPNSA,MSF3,43450.0,m,PUSF,£,Tax Receipts,,
2023,LG: Total revenue: £m CPNSA,MSE4,219243.0,m,PUSF,£,PUSF - Other,,
2023,Liabilities associated with additional Public-Private Partnerships: Imputed finance lease loans (AF.423): £m: CP: NSA,JEJT,20924.0,,PUSF,,Tax Receipts,,
2023,Local Government: Current receipts: Other current taxes (nmis-ebfs),MJBB,42403.0,,PUSF,,Tax Receipts,,
2023,Local Government: Gross Saving: B.8g: CP NSA,NRLX,-7886.0,,PUSF,,PUSF - Other,,
2023,Local Government: Net Worth: (B.90): £m: CP: NSA,J8UP,652677.0,,PUSF,,PUSF - Other,,
2023,Local Government:LI:LEVEL:Debt securities and loans: £m CP NSA,JM9T,124223.0,,PUSF,,PUSF - Other,,
2023,Local Government:LI:LEVEL:Securities other than shares: CP NSA,NJHY,3169.0,,PUSF,,PUSF - Other,,
2023,Local Govt: P.51c: Consumption of fixed capital,NSRO,18511.0,,PUSF,,PUSF - Other,,
2023,Local government (S.1313): Net Lending (+) / Net borrowing (-) (B.9N): CP £m: NSA,NMOE,-12452.0,m,PUSF,£,Fiscal Position,,
2023,MS Finance: Total bank lending to PC's (sterling & ECS) #m,EYJR,-18.0,,PUSF,,PUSF - Other,,
2023,Net difference in valuation of British Government Securities: £m: CP: NSA,JE4Q,330906.0,,PUSF,,PUSF - Other,,
2023,Net premia/discounts of gilt issuances: £m CPNSA,LSIW,20135.0,,PUSF,,PUSF - Other,,
2023,Official reserves outstanding : total #m,AIPD,152344.0,,PUSF,,PUSF - Other,,
2023,Other Public Corporations: Net Worth: (B.90): £m: CP: NSA,J99M,316279.0,,PUSF,,PUSF - Other,,
2023,PC Finance: Bank deposits & other short term assets #m,EYJU,-539.0,,PUSF,,Balance Sheet,,
2023,PC Finance: Other borrowing (other than from bank's or LA's) #m,EYJS,0.0,,PUSF,,Fiscal Position,,
2023,PC Finance: Total transactions in assets #m,EYJT,-886.0,,PUSF,,Balance Sheet,,
2023,PC Finance: Transactions in LA debt #m,EYJV,22.0,,PUSF,,Transactions,,
2023,PC Finance: Transactions in other CG debt (Gilts TBs etc) #m,EYJW,-9.0,,PUSF,,Transactions,,
2023,PC Notes and coin: Coin,LSJP,0.0,,PUSF,,PUSF - Other,,
2023,PC finance: net payments of National Savings #m,AAGB,-360.0,,PUSF,,PUSF - Other,,
2023,PC: Accounts receivable/payable: £m CPNSA,ANVQ,-109.0,m,PUSF,£,PUSF - Other,,
2023,PC: Capital grants (net) within public sector (D92&D99): £m CPNSA,ANNG,2077.0,m,PUSF,£,PUSF - Other,,
2023,PC: Capital grants from private sector: £m CPNSA,ADSE,169.0,m,PUSF,£,Tax Receipts,,
2023,PC: Current budget deficit (B.6n): £m CPNSA,FDDP,7864.0,m,PUSF,£,Fiscal Position,,
2023,PC: Current exp: Interest & divs paid to private sector and RoW (D4): £m CPNSA,GZSO,492.0,m,PUSF,£,Tax Receipts,,
2023,PC: Current receipts: Rent and other current transfers: £m CPNSA,ANCW,-305.0,m,PUSF,£,PUSF - Other,,
2023,PC: From central government to public corporations: £m CPNSA,ABEI,-185.0,m,PUSF,£,PUSF - Other,,
2023,PC: Gross fixed capital formation (K2): £m CPNSA,ANNQ,12746.0,m,PUSF,£,PUSF - Other,,
2023,PC: Housing Association Net Cash Requirement: NSA: £m,DUHO,0.0,,PUSF,,PUSF - Other,,
2023,PC: Interest & dividends (net) from public sector (D41&D42): £m CPNSA,ANRW,-1682.0,m,PUSF,£,PUSF - Other,,
2023,PC: Interest & dividends from private sector and rest of world (D41/42):£m CPNSA,GVHG,628.0,m,PUSF,£,Tax Receipts,,
2023,PC: Level: AF.2: PC/GG cross holdings: £m CP NSA,JKR9,1719.0,,PUSF,,PUSF - Other,,
2023,PC: Level: AF.3: PC/GG cross holdings: Debt securities (excl gilts) and loans: £m CP NSA,JMC9,15730.0,,PUSF,,PUSF - Other,,
2023,PC: Level: AF.3: PC/GG cross holdings: Debt securities (excl gilts): £m CP NSA,JMC5,1055.0,,PUSF,,PUSF - Other,,
2023,PC: Level: AF.4: PC/GG cross holdings: £m CP NSA,JKW2,14675.0,,PUSF,,PUSF - Other,,
2023,PC: Net Financial Liabilities: NSA:£m,CPPK,130886.0,,PUSF,,PUSF - Other,,
2023,PC: Net acquisition of company securities: £m CPNSA,ANRZ,1515.0,m,PUSF,£,PUSF - Other,,
2023,PC: Net cash requirement / market and overseas borrowing: £m CPNSA,J5IH,1049.0,m,PUSF,£,Fiscal Position,,
2023,PC: Net cash requirement: £m CPNSA,ABEM,864.0,m,PUSF,£,PUSF - Other,,
2023,PC: Net lending to private sector and Rest of World: £m CPNSA,ANRY,-179.0,m,PUSF,£,Tax Receipts,,
2023,PC: Other financial transactions: £m CPNSA,ANVU,4845.0,m,PUSF,£,Transactions,,
2023,PC: PC Gross Debt Held by All Other Sectors (including CG),EYYD,20365.0,m,PUSF,£,PUSF - Other,,
2023,PC: Total current expenditure: £m CPNSA,ANLS,492.0,m,PUSF,£,Government Spending,,
2023,PC: Total current receipts: £m CPNSA,ANBZ,16394.0,m,PUSF,£,PUSF - Other,,
2023,PC: Total net investment: £m CPNSA,ANNU,-2656.0,m,PUSF,£,PUSF - Other,,
2023,PC:LI:LEVEL:Debt securities and loans: CP NSA: £m,JMC2,20365.0,,PUSF,,PUSF - Other,,
2023,PS Consolidated Gross Debt Less cg/psbgs cross holdings of debt,KSD3,-11497.0,,PUSF,,PUSF - Other,,
2023,PS Consolidated Gross Debt Less lg/psbgs cross holdings of debt,KSD4,-3757.0,,PUSF,,PUSF - Other,,
2023,PS Consolidated Gross Debt: Less cg/nfpcs cross holdings of debt,KSC8,-6448.0,m,PUSF,£,PUSF - Other,,
2023,PS Consolidated Gross Debt: Less lg/nfpcs cross holdings of debt,KSC9,-11001.0,m,PUSF,£,PUSF - Other,,
2023,PS Ex Consolidated Gross Debt,KSD2,2688045.0,,PUSF,,PUSF - Other,,
2023,PS ex PS Banks: Current expenditure: Net Social Benefits Payable: (£m) CP NSA,CWNZ,284840.0,,PUSF,,Government Spending,,
2023,PS liquid assets: cg deposits and other short term assets,KSD5,49563.0,,PUSF,,Balance Sheet,,
2023,PS liquid assets: less cg deposits and other short term assets with psbgs,KSE2,-3145.0,m,PUSF,£,Balance Sheet,,
2023,PS liquid assets: less lg deposits and other short term assets with psbgs,KSE3,-2318.0,m,PUSF,£,Balance Sheet,,
2023,PS liquid assets: lg deposits and other short term assets,KSD6,30521.0,,PUSF,,Balance Sheet,,
2023,PS liquid assets: nfpcs deposits and other short term assets,KSD7,6109.0,m,PUSF,£,Balance Sheet,,
2023,PS liquid assets: psbgs liquid assets,KSD9,216610.0,m,PUSF,£,Balance Sheet,,
2023,PS: Accounts receivable/payable (exc PS Banks): £m CPNSA,JW35,7088.0,m,PUSF,£,PUSF - Other,,
2023,PS: Accounts receivable/payable: £m CPNSA,ANSW,6714.0,m,PUSF,£,PUSF - Other,,
2023,PS: Adjustment for interest on gilts (exc PS Banks) (F.3): £m CPNSA,JW36,-33056.0,m,PUSF,£,PUSF - Other,,
2023,PS: Adjustment for interest on gilts: £m CPNSA,ANSX,-33056.0,m,PUSF,£,PUSF - Other,,
2023,PS: Adjustment for the Change in Pension Entitlements (D.8): (£m) CP NSA,CWO4,21782.0,,PUSF,,Government Spending,,
2023,PS: BoE contribution to PS net debt: £m CPNSA,A8J8,263460.0,m,PUSF,£,Fiscal Position,,
2023,PS: Capital grants from private sector: £m CPNSA,ANST,3856.0,m,PUSF,£,Tax Receipts,,
2023,PS: Capital grants to private sector: £m CPNSA,ANSS,35659.0,m,PUSF,£,Tax Receipts,,
2023,PS: Compulsory social contributions (D61): £m CPNSA,ANBO,180921.0,m,PUSF,£,PUSF - Other,,
2023,PS: Consolidated gross debt (exc BoE): £m CPNSA,BKQA,3271297.0,,PUSF,,PUSF - Other,,
2023,PS: Current Budget Deficit (exc PS Banks) as a % of GDP: CPNSA,JW2V,,%,PUSF,,Fiscal Position,,
2023,PS: Current Budget Deficit (excluding public sector banks): £m: CPNSA,JW2T,-78276.0,m,PUSF,£,Fiscal Position,,
2023,PS: Current Budget Deficit (including public sector banks): £m: CPNSA,ANMU,-67950.0,m,PUSF,£,Fiscal Position,,
2023,PS: Current exp: Interest & dividends paid to private sector and RoW: £m CPNSA,ANLO,153535.0,m,PUSF,£,Tax Receipts,,
2023,PS: Current expenditure: Net social benefits (D62): £m CPNSA,ANLY,284840.0,m,PUSF,£,Government Spending,,
2023,PS: Current expenditure: Other current grants: £m CPNSA,JW3F,29378.0,m,PUSF,£,Government Spending,,
2023,PS: Current receipts: Rent and other current transfers: £m CPNSA,ANBS,2075.0,m,PUSF,£,PUSF - Other,,
2023,PS: Current receipts: Taxes on income and wealth: £m CPNSA,ANSO,378402.0,m,PUSF,£,Tax Receipts,,
2023,PS: Depreciation: Consumption of fixed capital (K1): £m CPNSA,ANNZ,65733.0,m,PUSF,£,PUSF - Other,,
2023,PS: GG and NFPC liquid assets: General government: £m CPNSA,MDK3,232428.0,m,PUSF,£,Balance Sheet,,
2023,PS: General government/PS Banks cross holdings of debt: £m CPNSA,MDL7,-15254.0,m,PUSF,£,PUSF - Other,,
2023,PS: Gross Operating Surplus (B.2n): £m CPNSA,ANBP,97367.0,m,PUSF,£,Fiscal Position,,
2023,PS: Gross fixed capital formation: £m CPNSA,ANSQ,98522.0,m,PUSF,£,PUSF - Other,,
2023,PS: Increase in inventories and valuables: £m CPNSA,ANSR,-172.0,m,PUSF,£,PUSF - Other,,
2023,PS: Interest & dividends (net) from public sector: £m CPNSA,KB3E,0.0,m,PUSF,£,PUSF - Other,,
2023,PS: Interest & dividends from private sector and rest of world (D41/42):£m CPNSA,ANBQ,60567.0,m,PUSF,£,Tax Receipts,,
2023,PS: Net Borrowing (exc PS Banks) as a % of GDP: CPNSA,J5IJ,,%,PUSF,,Fiscal Position,,
2023,PS: Net Borrowing (excluding public sector banks): £m: CPNSA,J5II,-143216.0,m,PUSF,£,Fiscal Position,,
2023,PS: Net Borrowing (including public sector banks): £m: CPNSA,ANNX,-132370.0,m,PUSF,£,Fiscal Position,,
2023,PS: Net Borrowing as a % of GDP: CPNSA,J4DD,,%,PUSF,,Fiscal Position,,
2023,PS: Net Debt (excluding public sector banks) as a % of GDP: NSA,HF6X,95.8,%,PUSF,,Fiscal Position,,
2023,PS: Net Debt (excluding public sector banks): £bn: CPNSA,HF6W,2695.6,bn,PUSF,£,Fiscal Position,,
2023,PS: Net Debt (including public sector banks) as a % of GDP: NSA,RUTO,109.0,%,PUSF,,Fiscal Position,,
2023,PS: Net Debt (including public sector banks): £bn: CPNSA,RUTN,3067.7,bn,PUSF,£,Fiscal Position,,
2023,PS: Net Investment (exc PS Banks) as a % of GDP: CPNSA,MUB2,,%,PUSF,,Economic Indicators,,
2023,PS: Net Investment (excluding public sector banks): £m: CPNSA,JW2Z,-64940.0,m,PUSF,£,PUSF - Other,,
2023,PS: Net Investment (including public sector banks): £m: CPNSA,ANNW,-64420.0,m,PUSF,£,PUSF - Other,,
2023,PS: Net acquisition of company securities (exc PS Banks) (F.5): £m CPNSA,JW34,-1134.0,m,PUSF,£,PUSF - Other,,
2023,PS: Net cash requirement (exc PS Banks) (PSNCR exc): £m CPNSA,JW38,46226.0,m,PUSF,£,PUSF - Other,,
2023,PS: Net cash requirement: £m CPNSA,RURQ,69202.0,m,PUSF,£,PUSF - Other,,
2023,PS: Net debt (PSND): £m CPNSA,BKQK,3067739.0,m,PUSF,£,Fiscal Position,,
2023,PS: Net lending to private sector and Rest of World: £m CPNSA,ANSU,26275.0,m,PUSF,£,Tax Receipts,,
2023,PS: Net lending to private sector and rest of world (exc PS Banks) F.4: £m CPNA,JW33,16496.0,m,PUSF,£,Tax Receipts,,
2023,PS: Other financial transactions (exc PS Banks): £m CPNSA,JW37,-86381.0,m,PUSF,£,Transactions,,
2023,PS: Other financial transactions: £m CPNSA,ANSY,-77166.0,m,PUSF,£,Transactions,,
2023,PS: PS Banks Interest & divs from private sector and rest of world (D41/42): £m,JW3A,19612.0,m,PUSF,£,Tax Receipts,,
2023,PS: PS Banks: Accounts receivable/payable: £m CPNSA,JW3H,-374.0,m,PUSF,£,PUSF - Other,,
2023,PS: PS Banks: Adjustment for interest on gilts: £m CPNSA,JW3I,0.0,m,PUSF,£,PUSF - Other,,
2023,PS: PS Banks: Capital grants (net) within public sector: £m CPNSA,J5IK,0.0,m,PUSF,£,PUSF - Other,,
2023,PS: PS Banks: Capital grants from private sector: £m CPNSA,IL6L,0.0,m,PUSF,£,Tax Receipts,,
2023,PS: PS Banks: Capital grants to private sector: £m CPNSA,IL6K,0.0,m,PUSF,£,Tax Receipts,,
2023,PS: PS Banks: Current budget deficit (B.6n): £m CPNSA,IL68,10326.0,m,PUSF,£,Fiscal Position,,
2023,PS: PS Banks: Current exp: Interest & divs paid to private sector & RoW:£m CPNSA,JW3D,25460.0,m,PUSF,£,Tax Receipts,,
2023,PS: PS Banks: Current receipts: Rent and other current transfers: £m CPNSA,K9UL,-2520.0,m,PUSF,£,PUSF - Other,,
2023,PS: PS Banks: Depreciation: Consumption of fixed capital: £m CPNSA,IL67,1264.0,m,PUSF,£,PUSF - Other,,
2023,PS: PS Banks: Gross fixed capital formation: £m CPNSA,IL69,744.0,m,PUSF,£,PUSF - Other,,
2023,PS: PS Banks: Net acquisition of company securities: £m CPNSA,J5IL,15202.0,m,PUSF,£,PUSF - Other,,
2023,PS: PS Banks: Net lending to private sector and Rest of World: £m CPNSA,JW3G,9779.0,m,PUSF,£,Tax Receipts,,
2023,PS: PS Banks: Other financial transactions: £m CPNSA,IL6C,9215.0,m,PUSF,£,Transactions,,
2023,"PS: PS Banks: Saving, gross plus capital taxes: £m CPNSA",IL66,11590.0,m,PUSF,£,Tax Receipts,,
2023,PS: PS Banks: Total current expenditure: £m CPNSA,JW3E,25460.0,m,PUSF,£,Government Spending,,
2023,PS: PS Banks: Total net investment: £m CPNSA,IL6A,520.0,m,PUSF,£,PUSF - Other,,
2023,PS: Public Sector Banks Net Borrowing: £m CPNSA,IL6B,10846.0,m,PUSF,£,Fiscal Position,,
2023,PS: Public Sector Banks net cash requirement: £m CPNSA,IL6D,22976.0,,PUSF,,PUSF - Other,,
2023,PS: Public Sector Banks: Current expenditure: Other current grants: £m CPNSA,JW3C,0.0,m,PUSF,£,Government Spending,,
2023,PS: Public Sector Banks: Current receipts: Taxes on income and wealth: £m CPNSA,JW39,-2042.0,m,PUSF,£,Tax Receipts,,
2023,PS: Public Sector Banks: Gross Operating Surplus: £m CPNSA,IL64,22814.0,m,PUSF,£,Fiscal Position,,
2023,PS: Public Sector Banks: Interest & dividends (net) from public sector: £m CPNSA,JW3B,-814.0,m,PUSF,£,PUSF - Other,,
2023,PS: Public Sector Banks: Total current receipts: £m CPNSA,IL65,37050.0,m,PUSF,£,PUSF - Other,,
2023,PS: Public sector banks gross debt: £m CPNSA,JX9R,598506.0,m,PUSF,£,PUSF - Other,,
2023,PS: Receipts table: Total Public Sector Taxes and NICS: £m: NSA,AHHY,962486.0,,PUSF,,Tax Receipts,,
2023,"PS: Saving, gross plus capital taxes: £m CPNSA",ANSP,-2217.0,m,PUSF,£,Tax Receipts,,
2023,PS: Total current expenditure: £m CPNSA,ANLT,1122670.0,m,PUSF,£,Government Spending,,
2023,PS: Total current receipts: £m CPNSA,ANBT,1120453.0,m,PUSF,£,PUSF - Other,,
2023,PS: Total managed expenditure: £m CPNSA,EBFT,1252823.0,m,PUSF,£,Government Spending,,
2023,PS: exc PS Banks Interest & dividends (net) from public sector: £m CPNSA,JW2M,814.0,m,PUSF,£,PUSF - Other,,
2023,PS: exc PS Banks: Capital grants (net) within public sector: £m CPNSA,K9UM,0.0,m,PUSF,£,PUSF - Other,,
2023,PS: exc PS Banks: Capital grants from private sector: £m CPNSA,JW2Y,3856.0,m,PUSF,£,Tax Receipts,,
2023,PS: exc PS Banks: Capital grants to private sector: £m CPNSA,JW2X,35659.0,m,PUSF,£,Tax Receipts,,
2023,PS: exc PS Banks: Current expenditure: Other current grants (D75): £m CPNSA,NNAI,29378.0,m,PUSF,£,Government Spending,,
2023,PS: exc PS Banks: Current receipts: Rent and other current transfers: £m CPNSA,JW2N,4595.0,m,PUSF,£,PUSF - Other,,
2023,PS: exc PS Banks: Current receipts: Taxes on income and wealth: £m CPNSA,JW2J,380444.0,m,PUSF,£,Tax Receipts,,
2023,PS: exc PS Banks: Depreciation: Consumption of fixed capital: £m CPNSA,JW2S,64469.0,m,PUSF,£,PUSF - Other,,
2023,PS: exc PS Banks: Gross Operating Surplus: £m CPNSA,JW2K,74553.0,m,PUSF,£,Fiscal Position,,
2023,PS: exc PS Banks: Gross fixed capital formation: £m CPNSA,JW2U,97778.0,m,PUSF,£,PUSF - Other,,
2023,PS: exc PS Banks: Increase in inventories and valuables: £m CPNSA,JW2W,-172.0,m,PUSF,£,PUSF - Other,,
2023,PS: exc PS Banks: Interest & Divs from Private Sector and RoW: £m CPNSA,JW2L,40955.0,m,PUSF,£,Tax Receipts,,
2023,"PS: exc PS Banks: Saving, gross plus capital taxes: £m CPNSA",JW2R,-13807.0,m,PUSF,£,Tax Receipts,,
2023,PS: exc PS Banks: Total current expenditure: £m CPNSA,JW2Q,1097210.0,m,PUSF,£,Government Spending,,
2023,PS: exc PS Banks: Total current receipts: £m CPNSA,JW2O,1083403.0,m,PUSF,£,PUSF - Other,,
2023,PS: exc PS Banks: Total managed expenditure: £m CPNSA,KX5Q,1226619.0,,PUSF,,Government Spending,,
2023,PS: net acquisition of company securities: £m CPNSA,ANSV,14068.0,m,PUSF,£,PUSF - Other,,
2023,PS:exc PS Banks: Adjustment for the Change in Pension Entitlements (D.8): (£m) CP NSA,CWO3,21782.0,,PUSF,,Government Spending,,
2023,PS:exc PS Banks: Current exp: Interest & divs paid to private sector and RoW: £m,JW2P,128075.0,m,PUSF,£,Tax Receipts,,
2023,Pub Sec: AF.62: Level: Asset: Life insurance and annuity entitlements: £m CP NSA,CWVM,2399.0,,PUSF,,Balance Sheet,,
2023,Pub Sect: Assets: Equity assets (AF.5) :NSA:£m,CPNA,550075.0,,PUSF,,Balance Sheet,,
2023,Pub Sect: Assets: Non-life insurance technical reserve assets (AF.61) :NSA:£m,CPNB,1020.0,,PUSF,,Balance Sheet,,
2023,Pub Sect: Assets: Other accounts receivable (AF.8) :NSA:£m,CPNC,151515.0,,PUSF,,Balance Sheet,,
2023,Pub Sect: Assets: Other assets not included as liquid assets in PSND ex :NSA:£m,CPND,27318.0,,PUSF,,Fiscal Position,,
2023,Pub Sect: Assets:Loan assets (AF.4) :NSA:£m,CPMZ,351389.0,,PUSF,,Balance Sheet,,
2023,Pub Sect: Liabilities: Financial derivative liabilities (AF.7) :NSA:£m,CPMX,1995.0,,PUSF,,Tax Receipts,,
2023,Pub Sect: Liabilities: Monetary Gold & Special Drawing Right liabilities:NSA:£m,CPMU,31093.0,,PUSF,,PUSF - Other,,
2023,Pub Sect: Liabilities: Other accounts payable (AF.8): NSA:£m,CPMY,118098.0,,PUSF,,PUSF - Other,,
2023,Pub Sect: Liabilities: Pensions: (AF.6M) :NSA:£m,CPMV,516747.0,,PUSF,,Government Spending,,
2023,Pub Sect: Liabilities:Provisions for standardised guarantees (AF.66) :NSA:£m,CPMW,6968.0,,PUSF,,PUSF - Other,,
2023,Pub sector pensions: Net Financial Liabilities: NSA:£m,CWVN,-5429.0,,PUSF,,Government Spending,,
2023,Public Corporations (S.11001): Net Lending (+) / Net borrowing (-) (B.9N): CP £m: NSA,CPCM,5208.0,m,PUSF,£,Fiscal Position,,
2023,Public Corporations: Net Worth: (B.90): £m: CP: NSA,JDUY,316385.0,,PUSF,,PUSF - Other,,
2023,Public Sector (excl public sector banks and BoE): Deposits and other short term assets: Liquid assets: £m CP NSA,JMEM,255871.0,,PUSF,,Balance Sheet,,
2023,Public Sector Net Debt excluding PS banks (PSND excl PS Banks): £m CPNSA,KSE6,2695634.0,m,PUSF,£,Fiscal Position,,
2023,Public Sector Net Financial Liabilities (PSNFL ex) :NSA:£m,CPNF,2287851.0,,PUSF,,PUSF - Other,,
2023,Public Sector Net Financial Liability excluding Public Sector Banks (PSNFL excl PSB): £bn CPNSA,JSK7,2287.9,,PUSF,,Balance Sheet,,
2023,Public Sector Net Worth: IMF GFSM: £m: CP: NSA,JEJU,-1560235.0,,PUSF,,PUSF - Other,,
2023,Public Sector Pensions: AF.2: Level: Liability: Currency and Deposits: £m CP NSA,CWQG,6668.0,,PUSF,,Government Spending,,
2023,Public Sector Pensions: AF.3: Level: Liability: Debt Securities: Face value: £m CP NSA,JLL6,0.0,,PUSF,,Government Spending,,
2023,Public Sector Pensions: AF.4: Level: Liability: Loans: £m CP NSA,CWQK,0.0,,PUSF,,Government Spending,,
2023,Public Sector Pensions: Consolidated Gross Debt: cross holdings of CG debt,CWP4,-42582.0,m,PUSF,£,Government Spending,,
2023,Public Sector Pensions: Gross Debt Held by All Other Sectors (including CG),CWP3,6668.0,m,PUSF,£,Government Spending,,
2023,Public Sector Pensions: Level: Liability: Debt securities and loans: £m CP NSA,JMC4,0.0,,PUSF,,Government Spending,,
2023,Public Sector Pensions: Net Borrowing (B.9n): (£m) CP NSA,CWNY,2938.0,m,PUSF,£,Government Spending,,
2023,Public Sector Pensions: Net Worth: (B.90): £m: CP: NSA,JCHY,14042.0,,PUSF,,Government Spending,,
2023,Public Sector Pensions: Net cash requirement (Own account): £m CPNSA,CWP2,0.0,m,PUSF,£,Government Spending,,
2023,Public Sector Pensions: deposits and other short term assets: Other liquid assets: £m CP NSA,CWP5,17334.0,m,PUSF,£,Government Spending,,
2023,Public Sector ex PS Banks: Current expenditure on goods and services (D.1 + P.2): £m CPNSA,FV4W,564964.0,,PUSF,,Government Spending,,
2023,Public Sector gross debt (excl public sector banks): £m: CP: NSA,JMEQ,2986538.0,,PUSF,,PUSF - Other,,
2023,Public Sector gross debt: Debt securities (excl gilts) and loans: £m: CP: NSA,JMEP,187279.0,,PUSF,,PUSF - Other,,
2023,Public Sector: AF.63: Level: Asset: Pension entitlements: £m CP NSA,JKF5,0.0,,PUSF,,Government Spending,,
2023,Public Sector: AF.63: Level: Liability: Pension entitlements: £m CP NSA,JKF7,516747.0,,PUSF,,Government Spending,,
2023,Public Sector: AF.64: Level: Asset: Claims of pension funds on pension managers: £m CP NSA,JKF6,0.0,,PUSF,,Government Spending,,
2023,Public Sector: AF.64: Level: Liability: Claims of pension funds on pension managers: £m CP NSA,JKF8,0.0,,PUSF,,Government Spending,,
2023,Public Sector: AF.65: Level: Asset: Entitlements to non-pension benefits: £m CP NSA,JLS4,0.0,,PUSF,,Government Spending,,
2023,Public Sector: AF.65: Level: Liability: Entitlements to non-pension benefits: £m CP NSA,JLS5,0.0,,PUSF,,Government Spending,,
2023,Public Sector: Asset: Cultivated Biological Resources: (AN.115): £m: CP: NSA,JM76,0.0,,PUSF,,Tax Receipts,,
2023,Public Sector: Asset: Currency: (AF.21): £m: CP: NSA,J688,750.0,,PUSF,,Balance Sheet,,
2023,Public Sector: Asset: Direct Investment: (AF.421): £m: CP: NSA,J6FT,43.0,,PUSF,,Balance Sheet,,
2023,Public Sector: Asset: Dwellings: (AN.111): £m: CP: NSA,J67P,122740.0,,PUSF,,Balance Sheet,,
2023,Public Sector: Asset: Equity: (AF.51): £m: CP: NSA,J6GN,217256.0,,PUSF,,Balance Sheet,,
2023,Public Sector: Asset: Finance Leases: (AF.423): £m: CP: NSA,J6FY,5.0,,PUSF,,Balance Sheet,,
2023,Public Sector: Asset: Fixed Assets: (AN.11): £m: CP: NSA,J67O,1103863.0,,PUSF,,Balance Sheet,,
2023,Public Sector: Asset: Intellectual Property Products: (AN.117): £m: CP: NSA,J67S,45599.0,,PUSF,,Balance Sheet,,
2023,Public Sector: Asset: Inventories: (AN.12): £m: CP: NSA,J67T,1913.0,,PUSF,,Balance Sheet,,
2023,Public Sector: Asset: Investment Fund Shares and Units: (AF.52): £m: CP: NSA,J8CN,332819.0,,PUSF,,Balance Sheet,,
2023,Public Sector: Asset: Land: (AN.211): £m: CP: NSA,J67Y,554120.0,,PUSF,,Balance Sheet,,
2023,Public Sector: Asset: Listed Shares: (AF.511): £m: CP: NSA,J6HH,123643.0,,PUSF,,Balance Sheet,,
